STATION,NAME,DATE,TMAX,TMIN,TOBS
USC00048351,"SONOMA, CA US",1/1/1955,56,51,52
USC00048351,"SONOMA, CA US",1/2/1955,54,28,49
USC00048351,"SONOMA, CA US",1/3/1955,52,25,44
USC00048351,"SONOMA, CA US",1/4/1955,48,23,45
USC00048351,"SONOMA, CA US",1/5/1955,52,33,50
USC00048351,"SONOMA, CA US",1/6/1955,58,32,52
USC00048351,"SONOMA, CA US",1/7/1955,60,44,52
USC00048351,"SONOMA, CA US",1/8/1955,52,25,48
USC00048351,"SONOMA, CA US",1/9/1955,49,33,45
USC00048351,"SONOMA, CA US",1/10/1955,52,35,45
USC00048351,"SONOMA, CA US",1/11/1955,51,25,49
USC00048351,"SONOMA, CA US",1/12/1955,51,26,43
USC00048351,"SONOMA, CA US",1/13/1955,45,34,41
USC00048351,"SONOMA, CA US",1/14/1955,47,34,43
USC00048351,"SONOMA, CA US",1/15/1955,47,31,46
USC00048351,"SONOMA, CA US",1/16/1955,53,37,49
USC00048351,"SONOMA, CA US",1/17/1955,49,27,45
USC00048351,"SONOMA, CA US",1/18/1955,49,41,47
USC00048351,"SONOMA, CA US",1/19/1955,50,40,48
USC00048351,"SONOMA, CA US",1/20/1955,55,28,52
USC00048351,"SONOMA, CA US",1/21/1955,59,30,53
USC00048351,"SONOMA, CA US",1/22/1955,60,30,52
USC00048351,"SONOMA, CA US",1/23/1955,57,29,53
USC00048351,"SONOMA, CA US",1/24/1955,53,37,48
USC00048351,"SONOMA, CA US",1/25/1955,58,31,50
USC00048351,"SONOMA, CA US",1/26/1955,55,32,50
USC00048351,"SONOMA, CA US",1/27/1955,64,28,47
USC00048351,"SONOMA, CA US",1/28/1955,52,29,44
USC00048351,"SONOMA, CA US",1/29/1955,47,38,44
USC00048351,"SONOMA, CA US",1/30/1955,50,39,48
USC00048351,"SONOMA, CA US",1/31/1955,55,42,50
USC00048351,"SONOMA, CA US",2/1/1955,55,34,50
USC00048351,"SONOMA, CA US",2/2/1955,57,24,54
USC00048351,"SONOMA, CA US",2/3/1955,58,28,56
USC00048351,"SONOMA, CA US",2/4/1955,59,27,55
USC00048351,"SONOMA, CA US",2/5/1955,58,30,53
USC00048351,"SONOMA, CA US",2/6/1955,67,30,58
USC00048351,"SONOMA, CA US",2/7/1955,61,29,59
USC00048351,"SONOMA, CA US",2/8/1955,64,28,54
USC00048351,"SONOMA, CA US",2/9/1955,63,31,61
USC00048351,"SONOMA, CA US",2/10/1955,63,28,61
USC00048351,"SONOMA, CA US",2/11/1955,64,34,60
USC00048351,"SONOMA, CA US",2/12/1955,64,34,58
USC00048351,"SONOMA, CA US",2/13/1955,62,38,60
USC00048351,"SONOMA, CA US",2/14/1955,62,40,60
USC00048351,"SONOMA, CA US",2/15/1955,69,33,64
USC00048351,"SONOMA, CA US",2/16/1955,64,47,56
USC00048351,"SONOMA, CA US",2/17/1955,68,52,64
USC00048351,"SONOMA, CA US",2/18/1955,64,41,52
USC00048351,"SONOMA, CA US",2/19/1955,64,46,60
USC00048351,"SONOMA, CA US",2/20/1955,63,33,58
USC00048351,"SONOMA, CA US",2/21/1955,62,25,60
USC00048351,"SONOMA, CA US",2/22/1955,62,26,55
USC00048351,"SONOMA, CA US",2/23/1955,64,31,58
USC00048351,"SONOMA, CA US",2/24/1955,65,26,50
USC00048351,"SONOMA, CA US",2/25/1955,60,35,53
USC00048351,"SONOMA, CA US",2/26/1955,52,37,47
USC00048351,"SONOMA, CA US",2/27/1955,50,35,49
USC00048351,"SONOMA, CA US",2/28/1955,56,24,52
USC00048351,"SONOMA, CA US",3/1/1955,58,25,51
USC00048351,"SONOMA, CA US",3/2/1955,61,28,53
USC00048351,"SONOMA, CA US",3/3/1955,63,30,56
USC00048351,"SONOMA, CA US",3/4/1955,62,28,59
USC00048351,"SONOMA, CA US",3/5/1955,65,26,63
USC00048351,"SONOMA, CA US",3/6/1955,71,35,67
USC00048351,"SONOMA, CA US",3/7/1955,72,29,68
USC00048351,"SONOMA, CA US",3/8/1955,73,32,67
USC00048351,"SONOMA, CA US",3/9/1955,67,50,61
USC00048351,"SONOMA, CA US",3/10/1955,69,36,64
USC00048351,"SONOMA, CA US",3/11/1955,65,35,52
USC00048351,"SONOMA, CA US",3/12/1955,60,32,56
USC00048351,"SONOMA, CA US",3/13/1955,61,31,53
USC00048351,"SONOMA, CA US",3/14/1955,61,33,57
USC00048351,"SONOMA, CA US",3/15/1955,61,43,59
USC00048351,"SONOMA, CA US",3/16/1955,67,42,60
USC00048351,"SONOMA, CA US",3/17/1955,67,27,64
USC00048351,"SONOMA, CA US",3/18/1955,73,29,62
USC00048351,"SONOMA, CA US",3/19/1955,70,29,61
USC00048351,"SONOMA, CA US",3/20/1955,64,44,63
USC00048351,"SONOMA, CA US",3/21/1955,70,27,60
USC00048351,"SONOMA, CA US",3/22/1955,63,28,58
USC00048351,"SONOMA, CA US",3/23/1955,71,30,63
USC00048351,"SONOMA, CA US",3/24/1955,73,34,68
USC00048351,"SONOMA, CA US",3/25/1955,77,38,69
USC00048351,"SONOMA, CA US",3/26/1955,83,37,72
USC00048351,"SONOMA, CA US",3/27/1955,72,49,61
USC00048351,"SONOMA, CA US",3/28/1955,64,45,58
USC00048351,"SONOMA, CA US",3/29/1955,61,50,55
USC00048351,"SONOMA, CA US",3/30/1955,66,30,59
USC00048351,"SONOMA, CA US",3/31/1955,74,32,68
USC00048351,"SONOMA, CA US",4/1/1955,68,35,55
USC00048351,"SONOMA, CA US",4/2/1955,59,32,54
USC00048351,"SONOMA, CA US",4/3/1955,65,31,57
USC00048351,"SONOMA, CA US",4/4/1955,65,35,60
USC00048351,"SONOMA, CA US",4/5/1955,73,41,62
USC00048351,"SONOMA, CA US",4/6/1955,74,30,70
USC00048351,"SONOMA, CA US",4/7/1955,77,31,74
USC00048351,"SONOMA, CA US",4/8/1955,74,31,67
USC00048351,"SONOMA, CA US",4/9/1955,76,34,64
USC00048351,"SONOMA, CA US",4/10/1955,69,46,64
USC00048351,"SONOMA, CA US",4/11/1955,70,36,64
USC00048351,"SONOMA, CA US",4/12/1955,69,39,60
USC00048351,"SONOMA, CA US",4/13/1955,67,38,60
USC00048351,"SONOMA, CA US",4/14/1955,62,34,55
USC00048351,"SONOMA, CA US",4/15/1955,69,29,62
USC00048351,"SONOMA, CA US",4/16/1955,63,31,54
USC00048351,"SONOMA, CA US",4/17/1955,57,48,52
USC00048351,"SONOMA, CA US",4/18/1955,55,38,53
USC00048351,"SONOMA, CA US",4/19/1955,53,39,49
USC00048351,"SONOMA, CA US",4/20/1955,53,47,51
USC00048351,"SONOMA, CA US",4/21/1955,63,48,54
USC00048351,"SONOMA, CA US",4/22/1955,63,38,58
USC00048351,"SONOMA, CA US",4/23/1955,69,36,62
USC00048351,"SONOMA, CA US",4/24/1955,62,40,53
USC00048351,"SONOMA, CA US",4/25/1955,54,44,51
USC00048351,"SONOMA, CA US",4/26/1955,57,39,54
USC00048351,"SONOMA, CA US",4/27/1955,62,29,55
USC00048351,"SONOMA, CA US",4/28/1955,61,35,55
USC00048351,"SONOMA, CA US",4/29/1955,65,37,60
USC00048351,"SONOMA, CA US",4/30/1955,64,37,59
USC00048351,"SONOMA, CA US",5/1/1955,63,39,61
USC00048351,"SONOMA, CA US",5/2/1955,65,46,60
USC00048351,"SONOMA, CA US",5/3/1955,61,40,60
USC00048351,"SONOMA, CA US",5/4/1955,71,40,69
USC00048351,"SONOMA, CA US",5/5/1955,77,39,66
USC00048351,"SONOMA, CA US",5/6/1955,70,51,65
USC00048351,"SONOMA, CA US",5/7/1955,65,54,57
USC00048351,"SONOMA, CA US",5/8/1955,71,46,64
USC00048351,"SONOMA, CA US",5/9/1955,80,41,78
USC00048351,"SONOMA, CA US",5/10/1955,88,42,85
USC00048351,"SONOMA, CA US",5/11/1955,86,45,82
USC00048351,"SONOMA, CA US",5/12/1955,82,45,70
USC00048351,"SONOMA, CA US",5/13/1955,71,45,67
USC00048351,"SONOMA, CA US",5/14/1955,68,45,64
USC00048351,"SONOMA, CA US",5/15/1955,79,36,65
USC00048351,"SONOMA, CA US",5/16/1955,75,37,70
USC00048351,"SONOMA, CA US",5/17/1955,79,44,77
USC00048351,"SONOMA, CA US",5/18/1955,92,49,88
USC00048351,"SONOMA, CA US",5/19/1955,95,48,90
USC00048351,"SONOMA, CA US",5/20/1955,88,50,81
USC00048351,"SONOMA, CA US",5/21/1955,82,49,75
USC00048351,"SONOMA, CA US",5/22/1955,81,44,68
USC00048351,"SONOMA, CA US",5/23/1955,73,40,69
USC00048351,"SONOMA, CA US",5/24/1955,74,50,72
USC00048351,"SONOMA, CA US",5/25/1955,80,43,76
USC00048351,"SONOMA, CA US",5/26/1955,78,45,68
USC00048351,"SONOMA, CA US",5/27/1955,84,41,80
USC00048351,"SONOMA, CA US",5/28/1955,95,44,92
USC00048351,"SONOMA, CA US",5/29/1955,92,45,79
USC00048351,"SONOMA, CA US",5/30/1955,79,43,73
USC00048351,"SONOMA, CA US",5/31/1955,74,42,71
USC00048351,"SONOMA, CA US",6/1/1955,77,38,73
USC00048351,"SONOMA, CA US",6/2/1955,85,41,82
USC00048351,"SONOMA, CA US",6/3/1955,87,44,78
USC00048351,"SONOMA, CA US",6/4/1955,92,53,90
USC00048351,"SONOMA, CA US",6/5/1955,97,55,93
USC00048351,"SONOMA, CA US",6/6/1955,93,51,86
USC00048351,"SONOMA, CA US",6/7/1955,85,52,79
USC00048351,"SONOMA, CA US",6/8/1955,87,51,80
USC00048351,"SONOMA, CA US",6/9/1955,80,50,64
USC00048351,"SONOMA, CA US",6/10/1955,66,50,61
USC00048351,"SONOMA, CA US",6/11/1955,75,50,71
USC00048351,"SONOMA, CA US",6/12/1955,71,52,67
USC00048351,"SONOMA, CA US",6/13/1955,68,57,61
USC00048351,"SONOMA, CA US",6/14/1955,66,49,63
USC00048351,"SONOMA, CA US",6/15/1955,72,40,70
USC00048351,"SONOMA, CA US",6/16/1955,82,41,80
USC00048351,"SONOMA, CA US",6/17/1955,88,41,80
USC00048351,"SONOMA, CA US",6/18/1955,79,44,75
USC00048351,"SONOMA, CA US",6/19/1955,75,43,68
USC00048351,"SONOMA, CA US",6/20/1955,79,45,74
USC00048351,"SONOMA, CA US",6/21/1955,83,43,79
USC00048351,"SONOMA, CA US",6/22/1955,79,45,69
USC00048351,"SONOMA, CA US",6/23/1955,77,53,74
USC00048351,"SONOMA, CA US",6/24/1955,82,44,77
USC00048351,"SONOMA, CA US",6/25/1955,76,50,67
USC00048351,"SONOMA, CA US",6/26/1955,73,44,70
USC00048351,"SONOMA, CA US",6/27/1955,81,43,76
USC00048351,"SONOMA, CA US",6/28/1955,77,44,72
USC00048351,"SONOMA, CA US",6/29/1955,80,42,77
USC00048351,"SONOMA, CA US",6/30/1955,81,42,80
USC00048351,"SONOMA, CA US",7/1/1955,85,42,78
USC00048351,"SONOMA, CA US",7/2/1955,86,49,75
USC00048351,"SONOMA, CA US",7/3/1955,75,53,68
USC00048351,"SONOMA, CA US",7/4/1955,78,43,72
USC00048351,"SONOMA, CA US",7/5/1955,75,39,72
USC00048351,"SONOMA, CA US",7/6/1955,87,41,83
USC00048351,"SONOMA, CA US",7/7/1955,89,45,85
USC00048351,"SONOMA, CA US",7/8/1955,86,62,77
USC00048351,"SONOMA, CA US",7/9/1955,77,48,69
USC00048351,"SONOMA, CA US",7/10/1955,83,48,78
USC00048351,"SONOMA, CA US",7/11/1955,90,45,87
USC00048351,"SONOMA, CA US",7/12/1955,87,55,82
USC00048351,"SONOMA, CA US",7/13/1955,99,45,97
USC00048351,"SONOMA, CA US",7/14/1955,97,50,88
USC00048351,"SONOMA, CA US",7/15/1955,89,51,79
USC00048351,"SONOMA, CA US",7/16/1955,78,42,75
USC00048351,"SONOMA, CA US",7/17/1955,83,41,78
USC00048351,"SONOMA, CA US",7/18/1955,87,43,83
USC00048351,"SONOMA, CA US",7/19/1955,84,53,82
USC00048351,"SONOMA, CA US",7/20/1955,84,46,81
USC00048351,"SONOMA, CA US",7/21/1955,85,48,83
USC00048351,"SONOMA, CA US",7/22/1955,86,46,85
USC00048351,"SONOMA, CA US",7/23/1955,86,45,82
USC00048351,"SONOMA, CA US",7/24/1955,82,45,79
USC00048351,"SONOMA, CA US",7/25/1955,82,44,79
USC00048351,"SONOMA, CA US",7/26/1955,80,45,73
USC00048351,"SONOMA, CA US",7/27/1955,86,50,84
USC00048351,"SONOMA, CA US",7/28/1955,92,45,89
USC00048351,"SONOMA, CA US",7/29/1955,96,49,91
USC00048351,"SONOMA, CA US",7/30/1955,92,46,89
USC00048351,"SONOMA, CA US",7/31/1955,91,45,88
USC00048351,"SONOMA, CA US",8/1/1955,98,40,97
USC00048351,"SONOMA, CA US",8/2/1955,102,49,101
USC00048351,"SONOMA, CA US",8/3/1955,102,46,95
USC00048351,"SONOMA, CA US",8/4/1955,95,44,78
USC00048351,"SONOMA, CA US",8/5/1955,87,46,84
USC00048351,"SONOMA, CA US",8/6/1955,100,59,94
USC00048351,"SONOMA, CA US",8/7/1955,97,53,94
USC00048351,"SONOMA, CA US",8/8/1955,97,47,88
USC00048351,"SONOMA, CA US",8/9/1955,88,45,76
USC00048351,"SONOMA, CA US",8/10/1955,84,46,76
USC00048351,"SONOMA, CA US",8/11/1955,77,41,67
USC00048351,"SONOMA, CA US",8/12/1955,85,50,79
USC00048351,"SONOMA, CA US",8/13/1955,82,47,74
USC00048351,"SONOMA, CA US",8/14/1955,74,42,72
USC00048351,"SONOMA, CA US",8/15/1955,83,45,83
USC00048351,"SONOMA, CA US",8/16/1955,83,43,76
USC00048351,"SONOMA, CA US",8/17/1955,81,46,78
USC00048351,"SONOMA, CA US",8/18/1955,84,44,83
USC00048351,"SONOMA, CA US",8/19/1955,90,42,87
USC00048351,"SONOMA, CA US",8/20/1955,89,42,85
USC00048351,"SONOMA, CA US",8/21/1955,85,42,74
USC00048351,"SONOMA, CA US",8/22/1955,96,41,95
USC00048351,"SONOMA, CA US",8/23/1955,96,41,76
USC00048351,"SONOMA, CA US",8/24/1955,79,40,74
USC00048351,"SONOMA, CA US",8/25/1955,78,39,77
USC00048351,"SONOMA, CA US",8/26/1955,78,40,76
USC00048351,"SONOMA, CA US",8/27/1955,90,40,86
USC00048351,"SONOMA, CA US",8/28/1955,86,41,73
USC00048351,"SONOMA, CA US",8/29/1955,87,44,86
USC00048351,"SONOMA, CA US",8/30/1955,97,39,93
USC00048351,"SONOMA, CA US",8/31/1955,104,40,102
USC00048351,"SONOMA, CA US",9/1/1955,110,47,107
USC00048351,"SONOMA, CA US",9/2/1955,107,51,99
USC00048351,"SONOMA, CA US",9/3/1955,102,50,100
USC00048351,"SONOMA, CA US",9/4/1955,100,47,89
USC00048351,"SONOMA, CA US",9/5/1955,98,47,92
USC00048351,"SONOMA, CA US",9/6/1955,92,50,82
USC00048351,"SONOMA, CA US",9/7/1955,89,42,81
USC00048351,"SONOMA, CA US",9/8/1955,94,43,91
USC00048351,"SONOMA, CA US",9/9/1955,91,43,82
USC00048351,"SONOMA, CA US",9/10/1955,96,43,95
USC00048351,"SONOMA, CA US",9/11/1955,100,45,98
USC00048351,"SONOMA, CA US",9/12/1955,98,45,84
USC00048351,"SONOMA, CA US",9/13/1955,84,41,71
USC00048351,"SONOMA, CA US",9/14/1955,71,51,64
USC00048351,"SONOMA, CA US",9/15/1955,75,45,70
USC00048351,"SONOMA, CA US",9/16/1955,72,51,67
USC00048351,"SONOMA, CA US",9/17/1955,76,49,73
USC00048351,"SONOMA, CA US",9/18/1955,83,43,78
USC00048351,"SONOMA, CA US",9/19/1955,84,42,79
USC00048351,"SONOMA, CA US",9/20/1955,79,43,72
USC00048351,"SONOMA, CA US",9/21/1955,86,42,82
USC00048351,"SONOMA, CA US",9/22/1955,82,44,75
USC00048351,"SONOMA, CA US",9/23/1955,76,51,71
USC00048351,"SONOMA, CA US",9/24/1955,87,41,83
USC00048351,"SONOMA, CA US",9/25/1955,83,41,80
USC00048351,"SONOMA, CA US",9/26/1955,83,40,80
USC00048351,"SONOMA, CA US",9/27/1955,81,35,70
USC00048351,"SONOMA, CA US",9/28/1955,72,48,66
USC00048351,"SONOMA, CA US",9/29/1955,80,48,68
USC00048351,"SONOMA, CA US",9/30/1955,85,38,76
USC00048351,"SONOMA, CA US",10/1/1955,84,39,76
USC00048351,"SONOMA, CA US",10/2/1955,89,37,77
USC00048351,"SONOMA, CA US",10/3/1955,77,41,65
USC00048351,"SONOMA, CA US",10/4/1955,78,38,71
USC00048351,"SONOMA, CA US",10/5/1955,83,41,76
USC00048351,"SONOMA, CA US",10/6/1955,84,38,71
USC00048351,"SONOMA, CA US",10/7/1955,79,40,68
USC00048351,"SONOMA, CA US",10/8/1955,77,42,68
USC00048351,"SONOMA, CA US",10/9/1955,77,35,61
USC00048351,"SONOMA, CA US",10/10/1955,61,50,60
USC00048351,"SONOMA, CA US",10/11/1955,77,42,74
USC00048351,"SONOMA, CA US",10/12/1955,85,43,80
USC00048351,"SONOMA, CA US",10/13/1955,83,47,70
USC00048351,"SONOMA, CA US",10/14/1955,81,46,59
USC00048351,"SONOMA, CA US",10/15/1955,82,48,69
USC00048351,"SONOMA, CA US",10/16/1955,74,46,62
USC00048351,"SONOMA, CA US",10/17/1955,70,48,61
USC00048351,"SONOMA, CA US",10/18/1955,66,54,63
USC00048351,"SONOMA, CA US",10/19/1955,68,48,64
USC00048351,"SONOMA, CA US",10/20/1955,73,50,67
USC00048351,"SONOMA, CA US",10/21/1955,68,47,58
USC00048351,"SONOMA, CA US",10/22/1955,68,45,60
USC00048351,"SONOMA, CA US",10/23/1955,76,47,73
USC00048351,"SONOMA, CA US",10/24/1955,86,40,76
USC00048351,"SONOMA, CA US",10/25/1955,81,40,62
USC00048351,"SONOMA, CA US",10/26/1955,71,51,65
USC00048351,"SONOMA, CA US",10/27/1955,75,33,66
USC00048351,"SONOMA, CA US",10/28/1955,80,37,74
USC00048351,"SONOMA, CA US",10/29/1955,84,44,76
USC00048351,"SONOMA, CA US",10/30/1955,78,39,68
USC00048351,"SONOMA, CA US",10/31/1955,68,35,63
USC00048351,"SONOMA, CA US",11/1/1955,76,36,65
USC00048351,"SONOMA, CA US",11/2/1955,72,32,62
USC00048351,"SONOMA, CA US",11/3/1955,74,34,61
USC00048351,"SONOMA, CA US",11/4/1955,72,39,68
USC00048351,"SONOMA, CA US",11/5/1955,76,54,69
USC00048351,"SONOMA, CA US",11/6/1955,79,42,67
USC00048351,"SONOMA, CA US",11/7/1955,87,40,73
USC00048351,"SONOMA, CA US",11/8/1955,82,41,72
USC00048351,"SONOMA, CA US",11/9/1955,82,41,65
USC00048351,"SONOMA, CA US",11/10/1955,86,44,79
USC00048351,"SONOMA, CA US",11/11/1955,79,42,59
USC00048351,"SONOMA, CA US",11/12/1955,59,39,51
USC00048351,"SONOMA, CA US",11/13/1955,51,33,48
USC00048351,"SONOMA, CA US",11/14/1955,49,39,47
USC00048351,"SONOMA, CA US",11/15/1955,49,28,48
USC00048351,"SONOMA, CA US",11/16/1955,50,35,45
USC00048351,"SONOMA, CA US",11/17/1955,52,35,50
USC00048351,"SONOMA, CA US",11/18/1955,51,43,50
USC00048351,"SONOMA, CA US",11/19/1955,64,50,58
USC00048351,"SONOMA, CA US",11/20/1955,59,50,52
USC00048351,"SONOMA, CA US",11/21/1955,59,40,54
USC00048351,"SONOMA, CA US",11/22/1955,56,30,47
USC00048351,"SONOMA, CA US",11/23/1955,53,32,49
USC00048351,"SONOMA, CA US",11/24/1955,55,36,50
USC00048351,"SONOMA, CA US",11/25/1955,57,29,54
USC00048351,"SONOMA, CA US",11/26/1955,65,37,56
USC00048351,"SONOMA, CA US",11/27/1955,68,36,54
USC00048351,"SONOMA, CA US",11/28/1955,67,38,58
USC00048351,"SONOMA, CA US",11/29/1955,61,35,54
USC00048351,"SONOMA, CA US",11/30/1955,59,37,53
USC00048351,"SONOMA, CA US",12/1/1955,58,50,52
USC00048351,"SONOMA, CA US",12/2/1955,56,39,51
USC00048351,"SONOMA, CA US",12/3/1955,54,31,50
USC00048351,"SONOMA, CA US",12/4/1955,56,40,52
USC00048351,"SONOMA, CA US",12/5/1955,52,45,50
USC00048351,"SONOMA, CA US",12/6/1955,60,50,55
USC00048351,"SONOMA, CA US",12/7/1955,57,30,54
USC00048351,"SONOMA, CA US",12/8/1955,54,45,49
USC00048351,"SONOMA, CA US",12/9/1955,59,47,52
USC00048351,"SONOMA, CA US",12/10/1955,59,34,55
USC00048351,"SONOMA, CA US",12/11/1955,62,38,56
USC00048351,"SONOMA, CA US",12/12/1955,57,37,55
USC00048351,"SONOMA, CA US",12/13/1955,56,41,50
USC00048351,"SONOMA, CA US",12/14/1955,50,46,49
USC00048351,"SONOMA, CA US",12/15/1955,50,40,46
USC00048351,"SONOMA, CA US",12/16/1955,57,46,52
USC00048351,"SONOMA, CA US",12/17/1955,59,52,55
USC00048351,"SONOMA, CA US",12/18/1955,55,49,53
USC00048351,"SONOMA, CA US",12/19/1955,58,52,56
USC00048351,"SONOMA, CA US",12/20/1955,62,56,59
USC00048351,"SONOMA, CA US",12/21/1955,60,57,59
USC00048351,"SONOMA, CA US",12/22/1955,61,56,57
USC00048351,"SONOMA, CA US",12/23/1955,64,50,51
USC00048351,"SONOMA, CA US",12/24/1955,57,40,52
USC00048351,"SONOMA, CA US",12/25/1955,61,48,56
USC00048351,"SONOMA, CA US",12/26/1955,57,50,52
USC00048351,"SONOMA, CA US",12/27/1955,53,35,48
USC00048351,"SONOMA, CA US",12/28/1955,50,28,42
USC00048351,"SONOMA, CA US",12/29/1955,50,30,40
USC00048351,"SONOMA, CA US",12/30/1955,50,39,43
USC00048351,"SONOMA, CA US",1/1/1956,52,38,48
USC00048351,"SONOMA, CA US",1/2/1956,57,33,47
USC00048351,"SONOMA, CA US",1/3/1956,55,36,47
USC00048351,"SONOMA, CA US",1/4/1956,53,40,51
USC00048351,"SONOMA, CA US",1/5/1956,56,46,52
USC00048351,"SONOMA, CA US",1/6/1956,57,45,54
USC00048351,"SONOMA, CA US",1/7/1956,54,45,46
USC00048351,"SONOMA, CA US",1/8/1956,54,32,48
USC00048351,"SONOMA, CA US",1/9/1956,54,40,48
USC00048351,"SONOMA, CA US",1/10/1956,56,48,54
USC00048351,"SONOMA, CA US",1/11/1956,54,44,49
USC00048351,"SONOMA, CA US",1/12/1956,52,40,50
USC00048351,"SONOMA, CA US",1/13/1956,56,49,54
USC00048351,"SONOMA, CA US",1/14/1956,55,51,54
USC00048351,"SONOMA, CA US",1/15/1956,58,54,57
USC00048351,"SONOMA, CA US",1/16/1956,58,42,52
USC00048351,"SONOMA, CA US",1/17/1956,53,35,51
USC00048351,"SONOMA, CA US",1/18/1956,57,46,54
USC00048351,"SONOMA, CA US",1/19/1956,54,48,53
USC00048351,"SONOMA, CA US",1/20/1956,57,50,54
USC00048351,"SONOMA, CA US",1/21/1956,56,49,52
USC00048351,"SONOMA, CA US",1/22/1956,55,42,54
USC00048351,"SONOMA, CA US",1/23/1956,57,45,52
USC00048351,"SONOMA, CA US",1/24/1956,52,39,47
USC00048351,"SONOMA, CA US",1/25/1956,53,44,51
USC00048351,"SONOMA, CA US",1/26/1956,55,46,46
USC00048351,"SONOMA, CA US",1/27/1956,52,36,46
USC00048351,"SONOMA, CA US",1/28/1956,57,32,52
USC00048351,"SONOMA, CA US",1/29/1956,52,29,50
USC00048351,"SONOMA, CA US",1/30/1956,52,30,50
USC00048351,"SONOMA, CA US",1/31/1956,54,25,46
USC00048351,"SONOMA, CA US",2/1/1956,59,30,56
USC00048351,"SONOMA, CA US",2/2/1956,56,29,49
USC00048351,"SONOMA, CA US",2/3/1956,56,29,52
USC00048351,"SONOMA, CA US",2/4/1956,57,31,53
USC00048351,"SONOMA, CA US",2/5/1956,62,33,59
USC00048351,"SONOMA, CA US",2/6/1956,69,48,65
USC00048351,"SONOMA, CA US",2/7/1956,65,34,39
USC00048351,"SONOMA, CA US",2/8/1956,67,35,62
USC00048351,"SONOMA, CA US",2/9/1956,64,30,58
USC00048351,"SONOMA, CA US",2/10/1956,59,28,57
USC00048351,"SONOMA, CA US",2/11/1956,62,29,57
USC00048351,"SONOMA, CA US",2/12/1956,64,33,61
USC00048351,"SONOMA, CA US",2/13/1956,63,33,58
USC00048351,"SONOMA, CA US",2/14/1956,59,31,56
USC00048351,"SONOMA, CA US",2/15/1956,56,28,49
USC00048351,"SONOMA, CA US",2/16/1956,59,36,56
USC00048351,"SONOMA, CA US",2/17/1956,57,36,46
USC00048351,"SONOMA, CA US",2/18/1956,55,25,47
USC00048351,"SONOMA, CA US",2/19/1956,49,36,49
USC00048351,"SONOMA, CA US",2/20/1956,58,50,50
USC00048351,"SONOMA, CA US",2/21/1956,59,49,56
USC00048351,"SONOMA, CA US",2/22/1956,57,50,52
USC00048351,"SONOMA, CA US",2/23/1956,55,35,49
USC00048351,"SONOMA, CA US",2/24/1956,53,30,49
USC00048351,"SONOMA, CA US",2/25/1956,54,40,51
USC00048351,"SONOMA, CA US",2/26/1956,55,30,50
USC00048351,"SONOMA, CA US",2/27/1956,59,33,54
USC00048351,"SONOMA, CA US",2/28/1956,56,30,50
USC00048351,"SONOMA, CA US",2/29/1956,60,35,56
USC00048351,"SONOMA, CA US",3/1/1956,66,31,56
USC00048351,"SONOMA, CA US",3/2/1956,66,35,54
USC00048351,"SONOMA, CA US",3/3/1956,60,41,54
USC00048351,"SONOMA, CA US",3/4/1956,56,33,53
USC00048351,"SONOMA, CA US",3/5/1956,54,40,50
USC00048351,"SONOMA, CA US",3/6/1956,56,34,53
USC00048351,"SONOMA, CA US",3/7/1956,63,29,59
USC00048351,"SONOMA, CA US",3/8/1956,66,34,58
USC00048351,"SONOMA, CA US",3/9/1956,67,43,61
USC00048351,"SONOMA, CA US",3/10/1956,66,32,60
USC00048351,"SONOMA, CA US",3/11/1956,67,34,59
USC00048351,"SONOMA, CA US",3/12/1956,69,40,62
USC00048351,"SONOMA, CA US",3/13/1956,68,30,64
USC00048351,"SONOMA, CA US",3/14/1956,72,36,66
USC00048351,"SONOMA, CA US",3/15/1956,70,35,61
USC00048351,"SONOMA, CA US",3/16/1956,74,34,65
USC00048351,"SONOMA, CA US",3/17/1956,76,41,65
USC00048351,"SONOMA, CA US",3/18/1956,65,40,54
USC00048351,"SONOMA, CA US",3/19/1956,60,48,58
USC00048351,"SONOMA, CA US",3/20/1956,66,33,61
USC00048351,"SONOMA, CA US",3/21/1956,67,34,60
USC00048351,"SONOMA, CA US",3/22/1956,64,45,60
USC00048351,"SONOMA, CA US",3/23/1956,70,35,66
USC00048351,"SONOMA, CA US",3/24/1956,70,35,60
USC00048351,"SONOMA, CA US",3/25/1956,64,41,57
USC00048351,"SONOMA, CA US",3/26/1956,64,35,61
USC00048351,"SONOMA, CA US",3/27/1956,73,36,71
USC00048351,"SONOMA, CA US",3/28/1956,74,32,65
USC00048351,"SONOMA, CA US",3/29/1956,74,34,69
USC00048351,"SONOMA, CA US",3/30/1956,68,37,55
USC00048351,"SONOMA, CA US",3/31/1956,58,43,50
USC00048351,"SONOMA, CA US",4/1/1956,63,38,61
USC00048351,"SONOMA, CA US",4/2/1956,66,35,59
USC00048351,"SONOMA, CA US",4/3/1956,71,31,65
USC00048351,"SONOMA, CA US",4/4/1956,71,33,65
USC00048351,"SONOMA, CA US",4/5/1956,77,36,72
USC00048351,"SONOMA, CA US",4/6/1956,81,35,75
USC00048351,"SONOMA, CA US",4/7/1956,75,34,63
USC00048351,"SONOMA, CA US",4/8/1956,81,36,73
USC00048351,"SONOMA, CA US",4/9/1956,73,39,58
USC00048351,"SONOMA, CA US",4/10/1956,62,47,53
